message,label
"Beberapa bulan pakai superbank, udh lebih dr 3 kali bermasalah sama aplikasi ini. 
-Aplikasinya super lama respon nya,  saya orang yg cepet ngetik, jadi ketika masukin pin, ketikan saya cukup cepat tapi sayang sekali sistemnya ngebaca nya lama akhirnya ke blok.
-Kalau update belum sempurna better di tunda dulu aja, kalau ada update baru suka crash/ makin lemot aplikasinya.
-kalau memang ver aplikasi yg lama tidak compatible lagi untuk di gunakan, better bikin pop up notifikasi untuk nasabah untuk segera update, biar nasabah jg aware kalau harus update aplikasinya. 
Dah lah itu aja masukannya lelah jg ngetiknya. Karna 3 hal itu sekarang udah pindahin tabungan ke aplikasi oren karna aplikasinya lebih baik🫵🏻",No
"	transfer dari superbank 100rb ke bank lain ga masuk, giliran nominal kecil masuk, coba komplain ke cs ga ada tanggapan. aplikasi buruk, maaf ga akan saya beri bintang 5 selama komplain saya belum ditindak lanjuti",Yes
"	respon lambat,,, gara-gara pakai aplikasii gak jelas ,,, saya putuskan uninstall semua ,,, ovo juga",No
ADMIN SLOW RESPON!,No
"	daftar gagal dan harus coba besok, ntah apknya atau memang ribet proses daftarnya.",No
aplikasi Sagat jelek sekali tidak bisa amembnatu,No
pendaftarannya gampang dan cepat tidak ada kendala ke depan bisa membantu buat mengoperasikan uang dari tabungan bank digital,No
"	mantap sekali sangat membantu mempermudah sgalanya , salah satu apk yg praktis g perlu ribet dan bunga juga kecil 😍",No
Kurang responsif. Disuru nunggu 7 hari terus menerus. Tidak gercep. Admin tidak sigap menanggapi.,No
Aplikasi jelek bangettt ribettt selalu mempersulit kalo transaksi di grab gabisalah gangguanlah harus daftar ulanglah aplikasi paling gajelas tidak rekomen bangettt bintang 0,No
lemotnya minta ampun hp bagus quoto 60Gb masih lemot aja tdnya mau buat nabung tapi kalau lemot begini jadi pikir ulang,No
parah ko aplikasi respon nya kurang cepat terkendala hp ilang sim ilang telpon cs tunggu 3x24 jam di datengin ke kantor nya 1x24 jam nanti ada telpon di tunggu gak ada telpn.cs sma kantor nya beda omongan...uang ke tahan mending kalo sedikit ini ketahan 27 jt krna hp dan sim hilang,Yes
"(Translated by Google) The CS really didn't provide any solutions, it felt like I was chatting with AI, what happened this morning when I tried to log in, I couldn't and ended up uninstalling and reinstalling it and then I could log in but didn't think about transferring money. Well, for a few hours I tried to log in to the app, but it couldn't work again and tried the same method but still couldn't, I tried looking for a solution to get it working, it turned out I had to switch from WiFi to a package and finally used an internet package but after that I was directed to the call center, where is the problem? How come when I called, I was directed to close my account?!!, so I ended the call, afraid that my account would really be closed unilaterally.

I panicked and tried to open Grab, but I was able to access some of my money and immediately transfer it to another bank. However, I couldn't access the money in another pocket. I tried various methods, but ended up being directed to the call center. I tried emailing, but there was no response. I tried DMing on Twitter and Instagram, but the template responses weren't helpful. I ended up having to give up some of my money, huhuhuhu.

Well, to everyone, be careful if there's any indication of an error, transfer the funds immediately. Don't let something like me happen and be helpless. I hope this bank doesn't cause too much harm to customers in the future, can improve its service system, and be more responsive. Thank you for your salary. 🙏🏻

(Original)
beneran csnya ga solutif, berasa lagi ngobrol sama ai, kejadian tadi pagi pas mau login gabisa dan akhirnya uninstall dan reinstall terus bisa login tapi ga kepikiran buat pindahin uang. Nah, beberapa jam nyoba buat login apk gabisa lagi dan mencoba cara yg sama tapi tetep gabisa, nyoba cari2 solusi gimana biar bisa ternyata harus ganti dari wifi ke paket dan akhirnya pake paket internet tapi setelahnya malah diarahin ke call center dimana disini letak masalahnya, masa pas di call malah diarahin buat penutupan akun?!!, jadinya aku endcall, takut beneran ntar akunnya ditutup sepihak.

Udah panik dan nyoba buat buka grab ternyata bisa ngakses sebagian uangku dan langsung mindahin ke bank lain, tapi ada uangku yg dikantong lain gabisa ke akses, udah nyoba berbagai cara tapi malah ujung2nya diarahin ke call center, udah nyoba via email juga belum ada balasan, udah nyoba dm by twitter dan ig, jawabannya template ga helpful, dan berujung harus mengikhlaskan sebagian duitku itu huhuhuhu

Yah buat semuanya hati2 aja kalo udah ada indikasi error buruan pindahin dananya jangan sampe kejadian kayak aku dan ga tertolong gini, buat bank ini semoga kedepannya tidak banyak merugikan nasabah, bisa memperbaiki sistem layanan, dan lebih responsif. Sekian terima gaji🙏🏻",Yes
sangat kecewa saya bos..saya coba Dateng jauh2 ke kantor superbank daerah Kuningan..saya kira bisa langsung d perbaiki ternyata TDK saya tunggu dari pagi sampe sore masih blom d telpon jga dan castomer serpisnya jga bilang katanya paling lambat besok pagi tapi sampai saat ini jga masih blom d telpon..tolong d bantu bos ini uang 27 juta bukan nominal yg sedikit bagi saya makanya saya coba menunggu,No
"	worst, sering gagal login dgn finger gak simple dan ribet. bye bye dah",No
"(Translated by Google) The customer service is lacking. Initially, I reported it by calling and was directed to the live chat in the app. In live chat, the response was a bit slow, so I had to call customer care to request a faster response. The request was a bit unreasonable. I sent proof that there was no transaction, but it wasn't considered sufficient... What else could I do? Finally, I screen-recorded the transaction and sent it to the live chat.

The story didn't end there. I was asked to wait 7 business days. While waiting until the due date arrived, there was no response via email. I emailed first. And the response? Very unhelpful... The email response was the problem I reported (it said the transaction was successful. Oh, that's exactly it: it was successful but the money didn't arrive, that's the problem). I replied, and to date, there's been no further response.

I initially wanted to follow up via live chat, thinking it would be quicker than email. But for some reason, I can't open a new chat; there's no button or option. It ends at ""Chat ended on..."" and I can't restart it.

Oh, honestly, I'm so tired. My money is gone, it's been deducted but not received. Maybe we should just accept it...

Edit: The issue has been resolved, and the customer care department has called me to explain the details in detail. Thank you, and I hope we can continue to improve in the future.

(Original)
Customer servicenya kurang. Awalnya saya report by call, diarahkan live chat di aplikasi. Di live chat, responnya sedikit lama sampai saya harus call customer care untuk meminta responnya agak lebih cepat. Permintaannya agak ga masuk akal, sudah saya kirimkan bukti tidak ada transaksi, tapi tidak dianggap cukup.... Mau kaya gimana lagi? Sampai akhirnya saya screen record dan dikirimkan ke live chat itu.

Cerita tidak selesai di situ. Saya diminta tunggu 7 hari kerja. Selama menunggu hingga tibalah due date, tidak ada satupun email respon. Saya email duluan. Dan responnya? Sangat tidak membantu... Jawaban emailnya adalah masalah yang saya laporkan (katanya, transaksi sudah berhasil. loh ya justru itu, berhasil tapi uang ga masuk kan itu masalahnya). Saya balas, sampai sekarang belum ada jawaban lain

Saya awalnay mau followup di live chat, karena pikir saya akan lebih cepat daripada email. Tapi entah kenapa saya tidak bisa buka chat baru, tidak ada tombol/pilihannya. Endingnya stop di ""Chat berakhir pada ...."" dan gabisa start lagi

Haduh, sejujurnya cape banget. Uang saya hilang, sudah terpotong tapi tidak diterima. Mungkin harus ikhlas saja....

edit: masalah sudah ditangani dan customer care bagian complaint juga sudah telfon ke saya menjelaskan dengan baik kronologinya. terima kasih dan semoga bisa selalu menjadi lebih baik ke depannya",Yes
"(Translated by Google) I've registered an account, but yesterday my email was hacked and all the apps I was afraid of were logged out, including this superbank. But after trying to log in and filling in the data, selfie, and PIN are correct, I still can't log in. There are some data that don't match, like the photo I sent. Why make it so difficult? It's clear that I'm the one trying to log in, not anyone else. Please make it easier.

(Original)
Sudah terdaftar rekening, kemarin sempat diretas email dan keluar semua aplikasi yang ditakutkan ke email, salah satu nya superbank ini. Tapi setelah mencoba masuk dan sudah isi data, selpi, pin sudah benar, tapi tetap ga bisa data ada yang tidak sesuai..seperti poto yang saya kirim.kenapa dipersulit, semua sudah jelas saya yang mencoba masuk bukan orang lain, tolong di permudah",No
lambat,No
"	cpek aku an****,fotoin e-KTP nya 30 menit,kayak orang b*d*h kali dibuatnya,mata kW minus, dibilang kurang jelas truss,,,besok kedokter priksa mata mu,, udah sejelas itu birangnya buram,😡😡😡😡😡 maaf klau ngomong gini, emosi aku lihat apk 1",No
mudah dan tidak ribet prosesnya,No
dapat membantu transaksi ketika membutuhkan praktis gak ribet,No
dapat membantu transaksi ketika membutuhkan praktis gak ribet,No
mudah aman tnp ribet👍❤️,No
"	ini aplksi paling ribet persaan aku ,mau daftar sulit bgt",No
cukup mudah dioperasikan,No
"	Walaupun sudah diTelp Pihak SuperBank dengan Nomer Telpon [{$ENCRYPTED-DATA$}]. Masih Saja belum Tertera PAS(Pinjaman Atur Sendiri) di Aplikasi Super Bank saya. Padahal Pemberitahuan Hutang Piutang/Meminjam Uang,saya dapat Notifikasi dari Aplikasi Grab Driver,OVO,maupun Grab Pelanggan. Memang Kurang berguna sama sekali Aplikasi ini. Pemberitahuan Notifikasi walaupun sudah diTelp pihak SuperBank,masih sama saja belum Tertera PAS(Pinjaman Atur Sendiri) di Aplikasi SuperBank saya Aplikasi sangat Mengecewakan .",No
"	Yg paling sy suka adalah program celengan, bisa nabung pelan2 sebisa kita. enggak pake ribet bunga besar. mksh superbank, pertahankan sll",No
"	lemot banget. 1 pecahin celengan aja pending sampe 4 jam. logika lu ngedevelope app gimana deh? 2. transfer pending, cuma memprpses aja. 3. tim cs lu lama banget bales.",Yes
mudah dipahami dan gak ribet,No
"	aplikasi jelek banget, sengaja nih bintang 5 soalnya jelek banget. main blokir blokir aja",No
"	susa , ajuin pinjaman dikit aja , ribet jg ga kasi 😅",No
kadang tf bermasalah lambat gak ada keterangan saldo menghilang,No
"	sejauh ini superbank termasuk bank digital terbaik. aplikasinya ringan, simpel, gak bertele-tele banyak animasi, bunga deposito gede. Semoga keamanannya terjamin ya.",No
"	selalu gagal saat menautkan Ovo ke superbank, kecewa banget. bingung dengan cara apa agar akun Ovo nabung bisa tersambung ke superbank.",No
saya foto e ktp nya gk bisa bisa dengan kata maaf kurang jelas itu mata kayanya buta,No
"	290525 Buka rekening di tolak ,aneh super bank ini ,🤦, sama sama bank digital,buka req bank saqu GK seribet super bank,yg data beda,🤦",No
"	apk tlol, gjls mau daftar aja malah gabisa, bacaannya,""ktp anda kurang jelas"" tytyd kurang jelas apa kamera gw anj",No
"	saya kasih bintang 1 aja lah,di kasih bintang 5 pengajuan pinjaman di superbank saya di tolak pada hal saya sering isi ovo,saya sangat kecewa 😭😭😭😭",No
Beneran udah ga bisa tarik Dana PAS. Diputer puter terus. Email juga yang jawab kayanya Bot karean sama template nya.,Yes
"	Saya sangat puas dengan aplikasi Superbank, proses sign in lancar dan pendaftaran juga mudah, cepat, serta tanpa ribet. Transaksi sehari-hari jadi lebih praktis karena bisa dilakukan di mana saja, ditambah saldo OVO berbunga 5% yang bikin tabungan makin untung. Selain itu banyak promo menarik, jadi semakin hemat. Benar-benar aplikasi yang simpel tapi manfaatnya besar",No
"	apknya berguna banget buat kamu yang blm bisa pinjam uang atau nabung, cocok banget bagi pengguna DANA, OVO DLL. ga bikin ribet deh😍😍",No
"	Promonya gila-gilaan 😍 aplikasi ringan, nggak ribet. Recommended banget!",No
penanganan kendalanya sangat lambat tidak seperti aplikasi lainnya yg gercep sangat disayangkan sekali 😔,No
"	baguss bangett aplikasi nya ga ribet pendaftaran tadinya mikir ini bakal ribett tapi ternyata nggaa, sumpah ini aplikasi mudahin bgttt kalo soal bayarr membayar, top bangettt",No
sumpah ini superbank keren bangat awalnya ku kira bakal ribet TPI ternyata GK ini si aplikasi paling top si menurutku karena mudah bangat ❤️,No
"	Nabung disini gampang dan tidak ribet serta bebas simpan saldo berapa saja, tidak hanya nabung yang gampang tapi transaksi disini juga mudah dan bisa dilakukan dimana saja",No
proses nya gak ribet,No
"	Pengajuan PAS di Tolak,sangat kecewa sekali",No
"	tampilan praktiss,transaksi mudahh bagus sekali untuk bertransaksi no ribet ribet",No
aplikasi ribet kebanyakan cacicu,No
"	percaya deh sama gua,apk bank support untuk android ini sangat rekomendasi buat kita pengguna digital,apk nya tidak ribet dan juga sangat keren dan gampang fiturnya",No
Aplikasi keren bangat pendaftarannya tidak ribet sangat mudah. sangat suka bangat lah banya bangat promonya.,No
"	jelek sekali aplikasinya, tiba tiba gak login, padahal uangku di dalamnya",No
mudah digunakan tidak ribet cocok dengan saya,No
"	Aplikasinya keren banget, mudah proses pendaftarannya karena semua instruksi jelas dan sederhana. Saya sempat khawatir bakal ribet, ternyata semua lancar dalam beberapa menit saja. Verifikasi juga langsung berhasil, jadi bisa langsung menikmati semua fitur tanpa hambatan.",No
"	aplikasi nya bagus sekali, memudahkan untuk menabung, kalau butuh keperluan mendesak gampang banget ga ribet untuk pinjam di aplikasi ini, yuk cobain",No
"	aplikasinya keren banget,mudah proses pendaftarannya karena semua instruksi jelas dan sederhana, saya sempat khawatir bakal ribet,ternyata semua lancar dan berapa menit,jadi langsng bisa menikmati fitur tanpa hambatan",No
"	SuperBank keren banget, proses sign in lancar dan daftar juga gampang cepat tanpa ribet. Saldo OVO berbunga 5% bikin nabung makin untung, apalagi bebas simpan saldo berapa aja. Transaksi tetap mudah di mana aja, ditambah banyak promo menarik setiap bulan. Yang paling praktis, cukup upgrade aja tanpa harus download baru lagi. Aplikasi ini bener-bener membantu banget buat kebutuhan sehari-hari.",No
"	Sy kesal banget sama Superbank. ada program Member get member. sudah mereferensikan 2 orang & sudah menabung 1juta, lalu sy chat malah di jawab sama Lulu berbelit-belit. ga bakal refresiin apk ini ke siapapun lg",Yes
"	aplikasi yang sangat berguna untuk masa depan,sukses selalu developer superbank",No
"	apk bgus banget cara mendaftar ny juga mudah , verifikasi juga sekali coba langsung berhasil, JD cocok banget buat gen z yang tidak mau ribet- ribet",No
"	apk tolol, udh selfie 3x masih juga gagal padahal muka jelas, akhirnya malah disuruh hubungi call center, ini lah knp superbank masih kalah pamor sama seabank karna ga ngeribetin kyk seabank",Yes
"	Aplikasinya mudah dipakai, tampilannya simpel dan jelas. Bisa nabung sekaligus ada fitur pinjaman kalau butuh dana cepat. Prosesnya praktis dan nggak ribet. Semoga ke depannya terus aman, transparan, dan makin banyak promo menarik.",No
"	Seneng banget! Proses sign in ke aplikasi Superbank lancar jaya, nggak ribet sama sekali. Nggak cuma itu, saldo OVO berbunga 5% tuh bikin betah nabung! Bebas simpan saldo berapa aja, plus banyak promo kejutan. Keren 👍👍 dimas ramdona",No
"	aplikasinya ini sangat simple digunakan, transaksi nya juga cepet dan gak ribet, apalagi banyak fitur bermanfaat buat ngatur keuangan sehari hari, apalagi buat anak anak muda yang mau belajar nabung atau sekedar buat aplikasi bank yang praktis. pokoknya cocok banget sih",No
"	Aplikasi Superbank sangat membantu saya dalam mengatur keuangan. Saya sangat terbantu dengan adanya fitur Ovo Nabung di aplikasi ini. Proses menabung jadi terasa lebih ringan dan menyenangkan karena sistemnya jelas, mudah, serta transparan. Selain itu, saya bisa mengatur keuangan dengan lebih baik tanpa perlu ribet pindah ke aplikasi lain.",No
"	sign nya mudah ga ribet ga lemot, simpan saldo berapa aja aman cocok buat genz yang cashless",No
"	aplikasi superbank sangat membantu saya dalam keuangan.saya sangat terbantu dengan adanya fitur OVO nabung di aplikasi ini.proses menabung jadi terasa lebih ringan dan menyenangkan karena sistem nya jelas,mudah serta transparan. selain itu saya bisa mengatur dengan lebih baik tanpa perlu ribet pindah ke aplikasi lain.",No
